subject,metaphor_id,response,met_type,conceptual,nm,trial_order,met_stim,met_RT,age,sex,hand,collegeYear,SES,language_group,lang_dist,LD_rev,LD_inverse,englishAgeofOnset,AT,NFC,letter_sets,WMC,GK,LA,word_gen_pca,source_similarity_lsa,source_similarity_word2vec
53,cm1314,Some old men is hard-headed teenagers.,conv,2.5,2.25,16,6,52775,17,f,right,1,3,bilingual,1.5,2.5,0.666666667,9,25,44,6,32,12,8,17.8593791,0.123090307,0.08594812
53,cm1319,Education is a key to a house full of gold.,conv,5,2.25,21,19,28374,17,f,right,1,3,bilingual,1.5,2.5,0.666666667,9,25,44,6,32,12,8,17.8593791,0.072330631,0.201477261
54,cm1132,her house is like a hospital room,conv,4.5,2.25,10,22,46397,21,f,right,4,3,non-english,2.5,1.5,0.4,10,13,4,13,44,11,9,13.179676,0.115831633,0.27492307
54,cm1144,divorce is like a hurricane for families,conv,5,2.25,22,17,59324,21,f,right,4,3,non-english,2.5,1.5,0.4,10,13,4,13,44,11,9,13.179676,0.351938958,0.274641802
55,cm1145,Divorce is like a destructive tornado.,conv,5,2.25,1,17,38945,17,f,right,1,4,bilingual,2.75,1.25,0.363636364,1,6,20,9,58,14,4,26.9945506,0.301137937,0.340275395
56,cm1173,Her smile is like a magnet,conv,5,2.25,7,10,10805,19,m,left,1,3,non-english,2.25,1.75,0.444444444,5,15,10,12,34,15,11,10.3124013,0.01869777,0.096934698
56,cm1177,"The earth is like an office, people running around doing a lot of things",conv,2,2.25,11,18,105684,19,m,left,1,3,non-english,2.25,1.75,0.444444444,5,15,10,12,34,15,11,10.3124013,0.57217168,0.597667058
56,cm1183,His temper is like a timed bomb,conv,5,2.25,17,13,24436,19,m,left,1,3,non-english,2.25,1.75,0.444444444,5,15,10,12,34,15,11,10.3124013,0.173541328,0.251867462
56,cm1188,Her family is strong like a well built building,conv,5,2.25,22,5,48562,19,m,left,1,3,non-english,2.25,1.75,0.444444444,5,15,10,12,34,15,11,10.3124013,0.059586748,0.186108065
58,cm1212,Some teenagers are like highspeed train.,conv,5,2.25,2,12,71784,34,f,left,7,3,bilingual,1.25,2.75,0.8,3,24,55,6,62,19,8,23.0447936,0.038438964,0.085506658
59,cm1252,some college lectures turn up to be nap times,conv,5,2.25,20,2,50685,22,f,right,6,4,non-english,2.5,1.5,0.4,12,14,20,12,61,22,7,22.405647,,
60,cm1271,Her smile is like honey.,conv,5,2.25,17,10,8706,18,f,right,2,2,english,,0,0,0,7,64,6,32,23,7,18.9134376,-0.035887234,-0.08409577
60,cm1274,Her family is like a house built of stone.,conv,5,2.25,20,5,31891,18,f,right,2,2,english,,0,0,0,7,64,6,32,23,7,18.9134376,-0.044259625,0.027298547
61,cm1277,using some computer programs is like solving a trigonometry problem,conv,4,2.25,1,7,82032,21,m,right,3,3,non-english,2.5,1.5,0.4,6,15,3,10,50,16,12,16.6576735,0.384878734,0.431254625
61,cm1289,her family is like a secure castle for her,conv,5,2.25,13,5,15096,21,m,right,3,3,non-english,2.5,1.5,0.4,6,15,3,10,50,16,12,16.6576735,0.033861187,0.097825845
1,cm5,Some computer programs are literally rocket science. ,conv,3,2,5,7,84320,19,f,right,4,3,english,,0,0,0,14,10,7,49,20,9,15.5183436,0.151811056,0.188132069
1,cm6,His temper is like a boiling pot. ,conv,5,2,6,13,14118,19,f,right,4,3,english,,0,0,0,14,10,7,49,20,9,15.5183436,0.003605698,0.138441547
1,cm7,Cigarettes are assassins. ,conv,5,2,7,15,80638,19,f,right,4,3,english,,0,0,0,14,10,7,49,20,9,15.5183436,0.119110056,0.100522512
1,cm9,Jobs can be a prison for some. ,conv,4.5,2,9,1,61382,19,f,right,4,3,english,,0,0,0,14,10,7,49,20,9,15.5183436,0.090993143,0.183288071
1,cm12,Her beauty is currency. ,conv,5,2,12,14,13544,19,f,right,4,3,english,,0,0,0,14,10,7,49,20,9,15.5183436,-0.061271136,0.089704879
1,cm13,The Earth is like a hive. ,conv,3,2,13,18,12615,19,f,right,4,3,english,,0,0,0,14,10,7,49,20,9,15.5183436,0.011439158,0.146852736
1,cm15,Memories are like stories.  ,conv,3,2,15,4,24221,19,f,right,4,3,english,,0,0,0,14,10,7,49,20,9,15.5183436,,
1,cm19,Friendships are bonds. ,conv,2,2,19,20,7317,19,f,right,4,3,english,,0,0,0,14,10,7,49,20,9,15.5183436,0.018400037,0.093815334
1,cm20,"To some, their things are like jewels. ",conv,2.5,2,20,21,63115,19,f,right,4,3,english,,0,0,0,14,10,7,49,20,9,15.5183436,0.088013102,0.109984576
1,cm21,Going through divorce is like dealing with a storm. ,conv,5,2,21,17,20480,19,f,right,4,3,english,,0,0,0,14,10,7,49,20,9,15.5183436,0.258022717,0.240619726
2,cm34,His temper is a volcano. ,conv,5,2,12,13,9159,22,f,right,4,3,english,,0,0,0,12,-5,8,46,17,6,23.0447936,0.04974513,0.231611063
2,cm37,Divorce is cancer. ,conv,5,2,15,17,12940,22,f,right,4,3,english,,0,0,0,12,-5,8,46,17,6,23.0447936,0.167597166,0.163258872
2,cm38,Some property are similar to diamonds. ,conv,3.5,2,16,21,72974,22,f,right,4,3,english,,0,0,0,12,-5,8,46,17,6,23.0447936,0.167295775,0.233921034
2,cm40,Love is marriage. ,conv,2.5,2,18,3,19778,22,f,right,4,3,english,,0,0,0,12,-5,8,46,17,6,23.0447936,0.061901788,0.0545804
2,cm42,Some people are brick walls. ,conv,5,2,20,8,10607,22,f,right,4,3,english,,0,0,0,12,-5,8,46,17,6,23.0447936,0.222320586,0.221592475
3,cm52,Her beauty is like a no-limit credit card ,conv,5,2,8,14,87143,30,m,left,7,3,english,,0,0,0,16,31,14,52,25,13,17.8412192,0.017269647,0.132521642
3,cm54,The earth is like beehive ,conv,3,2,10,18,28832,30,m,left,7,3,english,,0,0,0,16,31,14,52,25,13,17.8412192,0.014091259,0.096624288
3,cm64,Divorce is like an atom bomb dropped ,conv,5,2,20,17,52782,30,m,left,7,3,english,,0,0,0,16,31,14,52,25,13,17.8412192,0.187815041,0.185505499
4,cm68,Her beauty is her ticket to happiness ,conv,5,2,2,14,48152,19,f,right,3,3,english,,0,0,0,3,14,7,54,23,9,16.6758334,0.037730685,0.146396444
4,cm71,Some property is pure gold ,conv,3,2,5,21,24622,19,f,right,3,3,english,,0,0,0,3,14,7,54,23,9,16.6758334,0.166326398,0.233911696
4,cm73,Her family is her rock ,conv,5,2,7,5,7548,19,f,right,3,3,english,,0,0,0,3,14,7,54,23,9,16.6758334,0.005704524,-0.097476988
4,cm76,Some people are as hard to read as a closed book ,conv,5,2,10,8,41413,19,f,right,3,3,english,,0,0,0,3,14,7,54,23,9,16.6758334,0.428503069,0.632522217
4,cm77,Divorce is like a tsunami ,conv,5,2,11,17,17146,19,f,right,3,3,english,,0,0,0,3,14,7,54,23,9,16.6758334,0.235983347,0.219769137
4,cm80,Certain memories are like movies ,conv,3.5,2,14,4,96036,19,f,right,3,3,english,,0,0,0,3,14,7,54,23,9,16.6758334,,
4,cm81,Colleges are like a melting pot ,conv,4.5,2,15,16,47269,19,f,right,3,3,english,,0,0,0,3,14,7,54,23,9,16.6758334,-0.001642428,0.090533503
4,cm85,His temper is like a ticking time bomb ,conv,5,2,19,13,13259,19,f,right,3,3,english,,0,0,0,3,14,7,54,23,9,16.6758334,0.184780479,0.273207706
4,cm88,Some professors are like walking encyclopedias ,conv,5,2,22,9,92472,19,f,right,3,3,english,,0,0,0,3,14,7,54,23,9,16.6758334,0.091854062,0.041571289
6,cm128,"With some jobs, the psychological line between prisoner's cell and cubicle becomes immensely blurred. ",conv,4.5,2,18,1,39799,27,m,right,7,3,english,,0,0,0,13,28,9,52,26,12,21.2986889,-0.033937761,0.235344784
7,cm134,A divorce can sometimes be like a tsunami. ,conv,5,2,2,17,52479,21,f,left,4,3,english,,0,0,0,15,27,12,60,26,12,23.0550575,0.235983347,0.207081837
7,cm140,Having her beauty is like having a free pass to everything. ,conv,5,2,8,14,130503,21,f,left,4,3,english,,0,0,0,15,27,12,60,26,12,23.0550575,-0.00615,0.119004567
7,cm146,Friendship is like super glue. ,conv,5,2,14,20,29323,21,f,left,4,3,english,,0,0,0,15,27,12,60,26,12,23.0550575,0.047092234,0.086729931
7,cm148,Some professors are like Einstein. ,conv,2.5,2,16,9,31683,21,f,left,4,3,english,,0,0,0,15,27,12,60,26,12,23.0550575,0.074563432,-0.012253464
7,cm149,Getting a good education is like winning the lottery. ,conv,5,2,17,19,112324,21,f,left,4,3,english,,0,0,0,15,27,12,60,26,12,23.0550575,0.515021172,0.493814948
8,cm155,like a ticking time bomb ,conv,5,2,1,13,20777,24,f,right,4,2,english,,0,0,0,7,3,8,30,19,8,17.2241805,0.181409154,0.296065352
8,cm169,is as clean as a whistle  ,conv,5,2,15,22,9377,24,f,right,4,2,english,,0,0,0,7,3,8,30,19,8,17.2241805,0.270301078,0.31496948
8,cm173,the glue that keeps people stuck together ,conv,5,2,19,20,21463,24,f,right,4,2,english,,0,0,0,7,3,8,30,19,8,17.2241805,0.694568882,0.638537419
8,cm174,are solid as a rock ,conv,5,2,20,5,7500,24,f,right,4,2,english,,0,0,0,7,3,8,30,19,8,17.2241805,0.042389965,0.018635354
8,cm176,is full of busy swarming ants ,conv,5,2,22,18,22281,24,f,right,4,2,english,,0,0,0,7,3,8,30,19,8,17.2241805,0.399329448,0.519373138
9,cm177,Some jobs are like jail ,conv,4.5,2,1,1,15088,21,m,right,2,2,bilingual,1,3,1,6,11,0,8,37,24,9,17.303136,-0.073893621,0.048847308
9,cm185,The Earth is like a colony of ants ,conv,3.5,2,9,18,34523,21,m,right,2,2,bilingual,1,3,1,6,11,0,8,37,24,9,17.303136,-0.006086813,0.030118595
9,cm187,Her family is like a lock ,conv,5,2,11,5,36950,21,m,right,2,2,bilingual,1,3,1,6,11,0,8,37,24,9,17.303136,0.070757473,0.0962004
9,cm188,Some computer programs are rocket science  ,conv,3,2,12,7,12922,21,m,right,2,2,bilingual,1,3,1,6,11,0,8,37,24,9,17.303136,0.149779619,0.158400542
9,cm190,Some old men are like mule ,conv,5,2,14,6,15986,21,m,right,2,2,bilingual,1,3,1,6,11,0,8,37,24,9,17.303136,0.153888999,0.116442085
9,cm194,Some teenagers like like the wind ,conv,5,2,18,12,8569,21,m,right,2,2,bilingual,1,3,1,6,11,0,8,37,24,9,17.303136,0.106420657,0.193770447
10,cm200,Some professors are like Einstein ,conv,2,2,2,9,11671,20,m,ambi,2,3,non-english,1.5,2.5,0.666666667,5,20,8,9,33,18,7,12.0285021,0.074563432,-0.012253464
10,cm207,Education is the key to success  ,conv,5,2,9,19,26265,20,m,ambi,2,3,non-english,1.5,2.5,0.666666667,5,20,8,9,33,18,7,12.0285021,0.329132809,0.36020648
10,cm212,Divorce is like war ,conv,5,2,14,17,7521,20,m,ambi,2,3,non-english,1.5,2.5,0.666666667,5,20,8,9,33,18,7,12.0285021,0.268315976,0.267689384
10,cm214,Her beauty is a credit card ,conv,5,2,16,14,6960,20,m,ambi,2,3,non-english,1.5,2.5,0.666666667,5,20,8,9,33,18,7,12.0285021,0.017269647,0.132521642
10,cm215,Some teenagers are racecars ,conv,5,2,17,12,79082,20,m,ambi,2,3,non-english,1.5,2.5,0.666666667,5,20,8,9,33,18,7,12.0285021,0.020657665,0.022068769
10,cm216,Her smile is a magnet ,conv,5,2,18,10,10230,20,m,ambi,2,3,non-english,1.5,2.5,0.666666667,5,20,8,9,33,18,7,12.0285021,0.01869777,0.096934698
10,cm219,True friendship is an unbreakable bond ,conv,2.5,2,21,20,50040,20,m,ambi,2,3,non-english,1.5,2.5,0.666666667,5,20,8,9,33,18,7,12.0285021,0.059346236,0.153258381
11,cm224,His temper reminded me of a ticking time bomb. ,conv,5,2,4,13,18223,21,f,right,3,3,bilingual,,0,0,0,17,18,9,62,19,12,20.6571744,0.179797538,0.212561246
11,cm242,"Friendship is a test of time, but can be lifelong if given effort. ",conv,2,2,22,20,70287,21,f,right,3,3,bilingual,,0,0,0,17,18,9,62,19,12,20.6571744,0.233427205,0.390035725
12,cm243,Certain memories are like watching a movie. ,conv,3.5,2,1,4,110008,20,f,right,2,3,bilingual,1.75,2.25,0.571428571,2,15,11,13,38,20,12,16.0224749,,
12,cm244,Some property is like gold. ,conv,3,2,2,21,23156,20,f,right,2,3,bilingual,1.75,2.25,0.571428571,2,15,11,13,38,20,12,16.0224749,0.176928951,0.19666821
12,cm246,Some realationships are like living alone with nothing to do. ,conv,3,2,4,11,138263,20,f,right,2,3,bilingual,1.75,2.25,0.571428571,2,15,11,13,38,20,12,16.0224749,0.315743539,0.260089645
12,cm247,Friendship is like being glued to another person. ,conv,5,2,5,20,33760,20,f,right,2,3,bilingual,1.75,2.25,0.571428571,2,15,11,13,38,20,12,16.0224749,0.262676128,0.233621801
12,cm248,His temper is like a volcano. ,conv,5,2,6,13,16530,20,f,right,2,3,bilingual,1.75,2.25,0.571428571,2,15,11,13,38,20,12,16.0224749,0.04974513,0.231611063
12,cm255,Some professors are like Einstein. ,conv,2,2,13,9,19194,20,f,right,2,3,bilingual,1.75,2.25,0.571428571,2,15,11,13,38,20,12,16.0224749,0.074563432,-0.012253464
12,cm257,Divorce is like a tornado. ,conv,5,2,15,17,42497,20,f,right,2,3,bilingual,1.75,2.25,0.571428571,2,15,11,13,38,20,12,16.0224749,0.239028522,0.196290932
12,cm259,Some teenagers are like racecars. ,conv,5,2,17,12,61653,20,f,right,2,3,bilingual,1.75,2.25,0.571428571,2,15,11,13,38,20,12,16.0224749,0.020657665,0.022068769
12,cm260,Cigarettes are like a disease. ,conv,5,2,18,15,18607,20,f,right,2,3,bilingual,1.75,2.25,0.571428571,2,15,11,13,38,20,12,16.0224749,0.128790965,0.106446308
12,cm261,Her beauty is always an advantage. ,conv,2.5,2,19,14,19985,20,f,right,2,3,bilingual,1.75,2.25,0.571428571,2,15,11,13,38,20,12,16.0224749,0.357940874,0.350900096
12,cm262,The Earth is like a huge workplace. ,conv,3,2,20,18,15170,20,f,right,2,3,bilingual,1.75,2.25,0.571428571,2,15,11,13,38,20,12,16.0224749,0.073683412,0.240990694
13,cm279,Divorce is like cancer ,conv,5,2,15,17,31782,21,m,ambi,4,3,english,,0,0,0,12,17,14,38,22,11,23.5891927,0.167597166,0.163258872
13,cm282,Education is a key that can open the door to a better future ,conv,5,2,18,19,20196,21,m,ambi,4,3,english,,0,0,0,12,17,14,38,22,11,23.5891927,0.232903342,0.311330215
15,cm312,Some progessors are like Einstien ,conv,2,2,4,9,58182,27,f,right,6,3,english,,0,0,0,17,40,7,53,19,8,18.4195702,0.093533864,-0.021188896
15,cm314,Some people are like a brick wall ,conv,5,2,6,8,19416,27,f,right,6,3,english,,0,0,0,17,40,7,53,19,8,18.4195702,0.222320586,0.216376349
15,cm316,Friendship is like glue for people ,conv,5,2,8,20,51895,27,f,right,6,3,english,,0,0,0,17,40,7,53,19,8,18.4195702,0.560926339,0.409147264
15,cm326,Some property is as good as gold ,conv,3,2,18,21,9867,27,f,right,6,3,english,,0,0,0,17,40,7,53,19,8,18.4195702,0.205685832,0.337970903
15,cm327,His temper is like a bomb with a long fuse ,conv,5,2,19,13,16504,27,f,right,6,3,english,,0,0,0,17,40,7,53,19,8,18.4195702,0.223829348,0.363525065
16,cm340,Divorce is like an epidemic ,conv,5,2,10,17,6554,26,m,right,6,4,bilingual,,0,0,0,11,37,10,37,27,12,34.5091566,0.219711096,0.217153926
16,cm348,His temper is like a volcano ,conv,5,2,18,13,6626,26,m,right,6,4,bilingual,,0,0,0,11,37,10,37,27,12,34.5091566,0.04974513,0.231611063
16,cm351,Some property is like a boon ,conv,3.5,2,21,21,9211,26,m,right,6,4,bilingual,,0,0,0,11,37,10,37,27,12,34.5091566,0.176671087,0.221369561
16,cm352,Some old men are like asses ,conv,5,2,22,6,4685,26,m,right,6,4,bilingual,,0,0,0,11,37,10,37,27,12,34.5091566,0.14842927,0.170386223
17,cm353,His temper is like a ticking time bomb ,conv,5,2,1,13,46990,28,f,right,7,3,english,,0,0,0,10,41,9,48,24,11,16.7145211,0.184780479,0.273207706
17,cm356,Some people are like a closed book ,conv,5,2,4,8,52770,28,f,right,7,3,english,,0,0,0,10,41,9,48,24,11,16.7145211,0.297636909,0.404677595
17,cm359,Some jobs are like being trapped in a cage ,conv,5,2,7,1,43937,28,f,right,7,3,english,,0,0,0,10,41,9,48,24,11,16.7145211,-0.0464255,0.155571783
17,cm363,Her beauty is like a free pass in life ,conv,4.5,2,11,14,23894,28,f,right,7,3,english,,0,0,0,10,41,9,48,24,11,16.7145211,0.118397531,0.249556714
17,cm364,Colleges are like a smorgasbord of diversity ,conv,4.5,2,12,16,58279,28,f,right,7,3,english,,0,0,0,10,41,9,48,24,11,16.7145211,0.020573417,0.193191198
17,cm366,Some properties are like a gold mine ,conv,3,2,14,21,61394,28,f,right,7,3,english,,0,0,0,10,41,9,48,24,11,16.7145211,0.176928951,0.185410998
17,cm367,Education is like a golden ticket ,conv,5,2,15,19,24264,28,f,right,7,3,english,,0,0,0,10,41,9,48,24,11,16.7145211,0.063034108,0.09067963
17,cm371,Certain memories are like pictures that never fade ,conv,3,2,19,4,23797,28,f,right,7,3,english,,0,0,0,10,41,9,48,24,11,16.7145211,,
17,cm373,Cigarettes are like a natural disaster ,conv,5,2,21,15,66936,28,f,right,7,3,english,,0,0,0,10,41,9,48,24,11,16.7145211,0.160794544,0.145943997
17,cm374,Some professors are like walking textbooks ,conv,5,2,22,9,78036,28,f,right,7,3,english,,0,0,0,10,41,9,48,24,11,16.7145211,0.107921632,0.03311818
18,cm375,Using some computer programs is like solving a maze. ,conv,5,2,1,7,90880,27,f,right,7,3,non-english,1,3,1,9,11,12,13,26,21,13,17.7804236,0.347722374,0.39537548
18,cm376,Divorce is like a tsunami or a huricane. ,conv,5,2,2,17,72086,27,f,right,7,3,non-english,1,3,1,9,11,12,13,26,21,13,17.7804236,0.26393173,0.20458689
18,cm378,Her beauty is money. ,conv,5,2,4,14,28478,27,f,right,7,3,non-english,1,3,1,9,11,12,13,26,21,13,17.7804236,0.132984278,0.244149632
18,cm382,His Temper is like a volcano. ,conv,5,2,8,13,86795,27,f,right,7,3,non-english,1,3,1,9,11,12,13,26,21,13,17.7804236,0.04974513,0.231611063
18,cm383,Her family is like a house.  ,conv,5,2,9,5,143693,27,f,right,7,3,non-english,1,3,1,9,11,12,13,26,21,13,17.7804236,-0.062487845,0.00037486
18,cm388,Education is like a ladder that can link to various paths. ,conv,5,2,14,19,52477,27,f,right,7,3,non-english,1,3,1,9,11,12,13,26,21,13,17.7804236,0.14090102,0.220778782
18,cm389,Some relationships are like being alone in a crowd.  ,conv,5,2,15,11,70672,27,f,right,7,3,non-english,1,3,1,9,11,12,13,26,21,13,17.7804236,0.28902377,0.219699638
19,cm410,Some professors are mini Ensteins. ,conv,2,2,14,9,77253,33,f,right,7,2,non-english,2.5,1.5,0.4,14,13,36,10,41,19,10,17.8917509,0.139944306,0.039061314
20,cm419,Love is like playing russian roulette: you don't know what you get and you can get killed in the end. ,conv,5,2,1,3,147328,45,f,right,6,3,non-english,2.5,1.5,0.4,11,17,24,14,39,22,11,13.2096799,0.118924455,0.09293069
20,cm421,Her family is like a rock. ,conv,5,2,3,5,110996,45,f,right,6,3,non-english,2.5,1.5,0.4,11,17,24,14,39,22,11,13.2096799,0.005704524,-0.093649053
20,cm423,Some jobs are like a prision cell. ,conv,5,2,5,1,49776,45,f,right,6,3,non-english,2.5,1.5,0.4,11,17,24,14,39,22,11,13.2096799,-0.043040118,0.128139827
20,cm424,Some teenagers are like cars on a busy street. ,conv,5,2,6,12,105073,45,f,right,6,3,non-english,2.5,1.5,0.4,11,17,24,14,39,22,11,13.2096799,0.092684954,0.227876451
20,cm439,Some professors are like Einstein. ,conv,2,2,21,9,23323,45,f,right,6,3,non-english,2.5,1.5,0.4,11,17,24,14,39,22,11,13.2096799,0.074563432,-0.012253464
20,cm440,Some property are like gold. ,conv,3,2,22,21,33455,45,f,right,6,3,non-english,2.5,1.5,0.4,11,17,24,14,39,22,11,13.2096799,0.176928951,0.19666821
21,cm443,Good times is the glue that binds us. ,conv,5,2,3,20,56633,63,f,right,7,3,english,,0,0,0,12,4,6,53,14,6,14.3024261,0.492323368,0.442034944
21,cm451,Key to the future. ,conv,5,2,11,19,46128,63,f,right,7,3,english,,0,0,0,12,4,6,53,14,6,14.3024261,0.266694464,0.445780073
21,cm458,Time bomb waiting to happen. ,conv,5,2,18,13,20587,63,f,right,7,3,english,,0,0,0,12,4,6,53,14,6,14.3024261,0.253525634,0.351348792
22,cm463,Divorce is a violent warfare. ,conv,5,2,1,17,27380,19,f,left,3,2,english,,0,0,0,10,23,10,33,27,12,23.546557,0.260479593,0.314777766
22,cm467,Education is a path to open many doors. ,conv,5,2,5,19,15840,19,f,left,3,2,english,,0,0,0,10,23,10,33,27,12,23.546557,0.159769183,0.145357066
22,cm469,Friendship binds us like superglue. ,conv,5,2,7,20,25200,19,f,left,3,2,english,,0,0,0,10,23,10,33,27,12,23.546557,-0.013669919,0.124871582
22,cm473,Some professors are Einsteins. ,conv,2.5,2,11,9,18394,19,f,left,3,2,english,,0,0,0,10,23,10,33,27,12,23.546557,0.074563432,-0.012253464
22,cm480,His temper is like a bomb waiting to detonate. ,conv,5,2,18,13,30006,19,f,left,3,2,english,,0,0,0,10,23,10,33,27,12,23.546557,0.247468025,0.375482136
22,cm483,Colleges are a melting pot of personalities. ,conv,4.5,2,21,16,10369,19,f,left,3,2,english,,0,0,0,10,23,10,33,27,12,23.546557,0.043026987,0.186517096
24,cm509,Her beauty is like celebrity pass  ,conv,5,2,3,14,64568,23,m,right,6,3,english,,0,0,0,12,20,6,42,21,7,16.0651106,0.02176468,0.078694585
24,cm511,Friendship is like superglue for people  ,conv,5,2,5,20,57965,23,m,right,6,3,english,,0,0,0,12,20,6,42,21,7,16.0651106,0.695515008,0.472999855
24,cm515,Certain memories can be recalled as if they were occuring right before you  ,conv,3,2,9,4,37478,23,m,right,6,3,english,,0,0,0,12,20,6,42,21,7,16.0651106,,
24,cm522,Some college lectures are like watching grass grow  ,conv,5,2,16,2,31337,23,m,right,6,3,english,,0,0,0,12,20,6,42,21,7,16.0651106,,
24,cm526,Some professors are like Einstein ,conv,2,2,20,9,28779,23,m,right,6,3,english,,0,0,0,12,20,6,42,21,7,16.0651106,0.074563432,-0.012253464
25,cm533,Love is like a rollercoaster. ,conv,5,2,5,3,23281,19,f,right,1,3,bilingual,1,3,1,3,20,10,5,15,18,6,17.1918087,0.022136108,-0.051870834
25,cm534,Divorce is like a modern day version of war.   ,conv,5,2,6,17,151212,19,f,right,1,3,bilingual,1,3,1,3,20,10,5,15,18,6,17.1918087,0.289495423,0.26314774
25,cm535,Friendship is a wonderful thing that bonds those involved like glue.  ,conv,5,2,7,20,87044,19,f,right,1,3,bilingual,1,3,1,3,20,10,5,15,18,6,17.1918087,0.269998404,0.296684383
25,cm538,Some jobs are like cages. ,conv,5,2,10,1,10189,19,f,right,1,3,bilingual,1,3,1,3,20,10,5,15,18,6,17.1918087,-0.092327216,0.084844797
25,cm543,"The Earth is like a bee's nest, always occupied. ",conv,3.5,2,15,18,25235,19,f,right,1,3,bilingual,1,3,1,3,20,10,5,15,18,6,17.1918087,0.065293358,0.202243329
26,cm552,some property are like gold ,conv,3,2,2,21,20235,19,f,right,1,3,non-english,1.5,2.5,0.666666667,4,14,30,8,31,16,8,10.9033841,0.176928951,0.19666821
26,cm553,his temper is like a timebomb ,conv,5,2,3,13,32604,19,f,right,1,3,non-english,1.5,2.5,0.666666667,4,14,30,8,31,16,8,10.9033841,0.02260382,0.043931473
26,cm556,divorce is like a war ,conv,5,2,6,17,24037,19,f,right,1,3,non-english,1.5,2.5,0.666666667,4,14,30,8,31,16,8,10.9033841,0.268315976,0.263617368
26,cm564,some professors are like Einstein ,conv,2,2,14,9,43667,19,f,right,1,3,non-english,1.5,2.5,0.666666667,4,14,30,8,31,16,8,10.9033841,0.074563432,-0.012253464
26,cm570,education is like a open door for success ,conv,5,2,20,19,19972,19,f,right,1,3,non-english,1.5,2.5,0.666666667,4,14,30,8,31,16,8,10.9033841,0.229520969,0.220358858
26,cm571,cigarettes are like a posion for your body ,conv,3.5,2,21,15,19852,19,f,right,1,3,non-english,1.5,2.5,0.666666667,4,14,30,8,31,16,8,10.9033841,0.180039181,0.11116588
26,cm572,some people are like a book which hard to undersand ,conv,5,2,22,8,35020,19,f,right,1,3,non-english,1.5,2.5,0.666666667,4,14,30,8,31,16,8,10.9033841,0.543492177,0.741281879
27,cm573,His temper is like a bubbling volcano.  ,conv,5,2,1,13,48421,31,m,left,5,2,english,,0,0,0,21,36,6,52,20,10,15.4741278,0.073805658,0.348538759
27,cm575,Some jobs are like a prison sentence. ,conv,4.5,2,3,1,25283,31,m,left,5,2,english,,0,0,0,21,36,6,52,20,10,15.4741278,0.013420279,0.099297555
27,cm577,Her family is steady like a rock. ,conv,5,2,5,5,20363,31,m,left,5,2,english,,0,0,0,21,36,6,52,20,10,15.4741278,0.024416929,0.017132198
27,cm579,Some professors are geniuses like a supercomputer. ,conv,5,2,7,9,40731,31,m,left,5,2,english,,0,0,0,21,36,6,52,20,10,15.4741278,0.163315657,0.144951772
27,cm583,love is like the weather. ,conv,5,2,11,3,13313,31,m,left,5,2,english,,0,0,0,21,36,6,52,20,10,15.4741278,0.0432849,0.130142807
27,cm585,Some college lectures are like watching the grass grow. ,conv,5,2,13,2,15802,31,m,left,5,2,english,,0,0,0,21,36,6,52,20,10,15.4741278,,
27,cm587,Her smile is irresistible like a magnet. ,conv,5,2,15,10,19237,31,m,left,5,2,english,,0,0,0,21,36,6,52,20,10,15.4741278,0.040753852,0.148729807
27,cm594,Some old men are like mules.  ,conv,5,2,22,6,15160,31,m,left,5,2,english,,0,0,0,21,36,6,52,20,10,15.4741278,0.153888999,0.116442085
28,cm599,His temper is like a ticking bomb. ,conv,5,2,5,13,29873,21,f,right,3,2,bilingual,2.75,1.25,0.363636364,6,21,4,7,20,13,2,9.6914146,0.183415363,0.265244255
28,cm601,Some teenagers are like cars driving on a highway. ,conv,5,2,7,12,35154,21,f,right,3,2,bilingual,2.75,1.25,0.363636364,6,21,4,7,20,13,2,9.6914146,0.098253064,0.26580186
28,cm614,Divorce is like a tornado. ,conv,5,2,20,17,24413,21,f,right,3,2,bilingual,2.75,1.25,0.363636364,6,21,4,7,20,13,2,9.6914146,0.239028522,0.196290932
29,cm618,Some professors are like an encyclopedias! ,conv,5,2,2,9,29756,22,m,right,4,3,bilingual,2.25,1.75,0.444444444,5,12,-3,14,40,19,9,29.3434821,0.086576855,0.014600804
29,cm626,Her beauty is like a million dollars on her face ,conv,5,2,10,14,62026,22,m,right,4,3,bilingual,2.25,1.75,0.444444444,5,12,-3,14,40,19,9,29.3434821,0.018330475,0.226124082
30,cm648,Friendship is like really good sticky glue ,conv,5,2,10,20,23998,20,m,left,2,3,english,,0,0,0,9,35,14,41,23,11,23.5710328,0.525189956,0.37016165
30,cm652,Certain memories are like a vivid movie in your head ,conv,3.5,2,14,4,44316,20,m,left,2,3,english,,0,0,0,9,35,14,41,23,11,23.5710328,,
30,cm653,Education is like a key to many doors ,conv,5,2,15,19,11581,20,m,left,2,3,english,,0,0,0,9,35,14,41,23,11,23.5710328,0.154246138,0.179812454
30,cm656,Divorce is like a natural disaster for a family ,conv,5,2,18,17,13481,20,m,left,2,3,english,,0,0,0,9,35,14,41,23,11,23.5710328,0.390543266,0.36003842
30,cm659,Some professors are like Steven Hawking or Einstein ,conv,2.5,2,21,9,52094,20,m,left,2,3,english,,0,0,0,9,35,14,41,23,11,23.5710328,0.077057287,0.005753724
